id,job_title,work_type,workplace,company_name,company_page,experience_level,yrs_of_exp,address,city,country
150,Accounting Manager,Full Time,On-site,MG,https://wuzzuf.net/jobs/careers/Saiver-Egypt-Engineering-Industries-Egypt-28054,Experienced,5 - 7 Yrs of Exp,Nasr City,Cairo,Egypt
151,Accounting Manager,Full Time,On-site,Confidential,UnKnown,Experienced,6 - 9 Yrs of Exp,Mohandessin,Giza,Egypt
152,Accounting Manager,Full Time,On-site,Business square,https://wuzzuf.net/jobs/careers/My-Business-square-Egypt-61381,Manager,3+ Yrs of Exp,Nasr City,Cairo,Egypt
153,Accounting Manager - Facility Management,Full Time,On-site,Beta Developments,https://wuzzuf.net/jobs/careers/Beta-Egypt-Egypt-12639,Manager,10 - 12 Yrs of Exp,6th of October,Giza,Egypt
154,Accounting Manager El Salam Univeresty,Full Time,On-site,Eamar Al Delta,https://wuzzuf.net/jobs/careers/Eamar-Al-Delta-Egypt-16772,Manager,10 - 15 Yrs of Exp,Kafr Alzayat,Gharbia,Egypt
155,Accounting Supervisor,Full Time,On-site,Electric Charge,https://wuzzuf.net/jobs/careers/--98296,Experienced,7 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
156,Accounting Supervisor,Full Time,On-site,Confidential,UnKnown,Experienced,5 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
157,Accounts Executive,Full Time,On-site,Outservingplus,https://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652,Experienced,2 - 5 Yrs of Exp,UnKnown,Giza,Egypt
158,Accounts Payable (AP) Accountant,Full Time,On-site,Confidential,UnKnown,Entry Level,3 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
159,Accounts Payable Accountant,Full Time,UnKnown,Agile Consultants,https://wuzzuf.net/jobs/careers/Agile Consultants-Saudi Arabia-126653,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
160,Accounts Payable Assistant,Full Time,UnKnown,Future FM,https://wuzzuf.net/jobs/careers/future-fm-united-arab-emirates-128527,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
161,Accounts Payable Specialist,Full Time,On-site,HealthCare International,https://wuzzuf.net/jobs/careers/-127491,Experienced,3+ Yrs of Exp,Hurghada,Red Sea,Egypt
162,Accounts Receivable Specialist,Full Time,On-site,HealthCare International,https://wuzzuf.net/jobs/careers/-127491,Experienced,3+ Yrs of Exp,Hurghada,Red Sea,Egypt
163,Accounts payable Accountant,Full Time,On-site,Aayan Developments,https://wuzzuf.net/jobs/careers/-125445,Experienced,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
164,Ad Operations Specialist,Full Time,Remote,Madar Soft,https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834,Experienced,2 - 2 Yrs of Exp,Fleming,Alexandria,Egypt
165,Admin Branch ( Maadi - Mokkatm),Full Time,On-site,UCMAS Academy,https://wuzzuf.net/jobs/careers/UCMAS-Academy-Egypt-1557,Entry Level,1 - 3 Yrs of Exp,Maadi,Cairo,Egypt
166,Admin Branch ( Maadi - Shobra - Giza -Nasr city),Full Time,On-site,UCMAS Academy,https://wuzzuf.net/jobs/careers/UCMAS-Academy-Egypt-1557,Entry Level,1 - 3 Yrs of Exp,Heliopolis,Cairo,Egypt
167,Admin Officer,Full Time,On-site,Cairo international for development and investment,https://wuzzuf.net/jobs/careers/Cairo-international-for-development-and-investment-Egypt-90141,Experienced,4 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
168,Admin Receptionist,Full Time,On-site,Staff Arabia,https://wuzzuf.net/jobs/careers/Staff-Arabia-Egypt-69800,Entry Level,1+ Yrs of Exp,6th of October,Giza,Egypt
169,Administrative & Procurement Coordinator,Full Time,On-site,Royal marine supplies,https://wuzzuf.net/jobs/careers/Royal marine supplies-Egypt-126270,Experienced,2 - 5 Yrs of Exp,Mahta Alraml,Alexandria,Egypt
170,Administrative Assistant,Full Time,On-site,British University of Egypt,https://wuzzuf.net/jobs/careers/British-University-of-Egypt-Egypt-70684,Entry Level,1 - 4 Yrs of Exp,Shorouk City,Cairo,Egypt
171,Administrative Assistant,Full Time,On-site,EGYPTIAN EUROPEAN STEEL FIBER,https://wuzzuf.net/jobs/careers/EGYPTIAN EUROPEAN STEEL FIBER-Egypt-89979,Entry Level,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
172,Administrative Coordinator,Full Time,On-site,Global For Elevators and Esclators,https://wuzzuf.net/jobs/careers/Global-For-Elevators-and-Esclators-Egypt-3695,Experienced,3 - 5 Yrs of Exp,Sidi Bishr,Alexandria,Egypt
173,Administrative Coordinator,Full Time,On-site,Expolink,https://wuzzuf.net/jobs/careers/Expolink-Egypt-14799,Entry Level,1 - 3 Yrs of Exp,Maadi,Cairo,Egypt
174,Administrative Executive,Full Time,On-site,Gazelle Envelope Manufacturers,https://wuzzuf.net/jobs/careers/Gazelle Envelope Manufacturers-Egypt-97493,Entry Level,2 - 5 Yrs of Exp,6th of October,Giza,Egypt
175,Administrative Manager,Full Time,On-site,Confidential,UnKnown,Manager,5+ Yrs of Exp,Maadi,Cairo,Egypt
176,Administrative Officer,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,UnKnown,Giza,Egypt
177,Administrative Officer,Full Time,On-site,Energya Steel Fabrication- Elsweedy Helal,https://wuzzuf.net/jobs/careers/Energya-Steel-Solutions-Egypt-48605,Entry Level,1 - 3 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
178,Administrative Secretary,Full Time,On-site,AMIX Advertising,https://wuzzuf.net/jobs/careers/amix-advertising-egypt-127944,Entry Level,1 - 3 Yrs of Exp,Sheraton,Cairo,Egypt
179,Administrative Secretary,Full Time,On-site,Confidential,UnKnown,Experienced,1 - 3 Yrs of Exp,Faisal,Giza,Egypt
180,Administrative Secretary,Full Time,On-site,Riad & Riad,https://wuzzuf.net/jobs/careers/Riad--amp--Riad-Egypt-29686,Experienced,3 - 10 Yrs of Exp,UnKnown,Cairo,Egypt
181,Administrator,Full Time,On-site,classera,https://wuzzuf.net/jobs/careers/Eureka-Egypt-27241,Entry Level,1 - 8 Yrs of Exp,New Beni Suef,Beni Suef,Egypt
182,Admin Clerk,Full Time,On-site,Titan Cement Egypt,https://wuzzuf.net/jobs/careers/Titan-Cement-Egypt--Egypt-7832,Entry Level,1 - 2 Yrs of Exp,Max,Alexandria,Egypt
183,Admission Assistant,Full Time,On-site,Zewail City,https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,Entry Level,0 - 3 Yrs of Exp,6th of October,Giza,Egypt
184,Ads Manager,Part Time,Remote,MinglyLink,https://wuzzuf.net/jobs/careers/MinglyLink-Egypt-127078,Entry Level,1 - 2 Yrs of Exp,UnKnown,Dubai,United Arab Emirates
185,Advertising and Motion Graphic Designer - Google,Full Time,Remote,ارم,https://wuzzuf.net/jobs/careers/ارم-Saudi-Arabia-125555,Experienced,2 - 6 Yrs of Exp,UnKnown,Madina,Saudi Arabia
186,After Sales Operation Specialist,Full Time,On-site,Etisal EG,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,Experienced,2 - 5 Yrs of Exp,Nasr City,Cairo,Egypt
187,Agentic AI Developer,Full Time,On-site,Genesis A,https://wuzzuf.net/jobs/careers/Genesis A-Egypt-127134,Experienced,3+ Yrs of Exp,Sheraton,Cairo,Egypt
188,Agricultural Engineer,Full Time,On-site,Mazloum,https://wuzzuf.net/jobs/careers/Mazloum-Real-Estate-Egypt-85128,Experienced,10 - 20 Yrs of Exp,Altall Alkabir,Ismailia,Egypt
189,Airline Reservation Agent,Full Time,On-site,Sobek,https://wuzzuf.net/jobs/careers/Sobek-Egypt-127120,Entry Level,1 - 3 Yrs of Exp,Agouza,Giza,Egypt
190,Alexandria Area Manager,Full Time,On-site,Unioil,https://wuzzuf.net/jobs/careers/Unioil-Egypt-36568,Manager,2 - 4 Yrs of Exp,UnKnown,Alexandria,Egypt
191,Alumni manager,Full Time,On-site,Misr University for Science and Technology,https://wuzzuf.net/jobs/careers/Management-Development-Center---Misr-University-for-Science---Technology-Egypt-9999,Manager,7 - 10 Yrs of Exp,6th of October,Giza,Egypt
192,Analyst - AIM Operations  (UAE National Only),Full Time,UnKnown,UAE General Civil Aviation Authority (GCAA),https://wuzzuf.net/jobs/careers/UAE General Civil Aviation Authority (GCAA)-United Arab Emirates-111869,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
193,Analyst – Flight Data Quality and Reporting (UAE National Only),Full Time,UnKnown,UAE General Civil Aviation Authority (GCAA),https://wuzzuf.net/jobs/careers/UAE General Civil Aviation Authority (GCAA)-United Arab Emirates-111869,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
194,"Analyst, Credit / Loan Administration",Full Time,UnKnown,MUFG,https://wuzzuf.net/jobs/careers/mufg-united-arab-emirates-127843,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
195,Application Engineer,Full Time,Hybrid,Johnson Controls,https://wuzzuf.net/jobs/careers/Johnson-Controls-Saudi-Arabia-45733,Entry Level,0 - 3 Yrs of Exp,Nasr City,Cairo,Egypt
196,Appointment Setter,Full Time,Remote,Cloutify Studios,https://wuzzuf.net/jobs/careers/Cloutify Studios-United States-126520,Experienced,3+ Yrs of Exp,UnKnown,Miami,United States
197,Approval Specialist,Full Time,On-site,Misr International Hospital,https://wuzzuf.net/jobs/careers/-104632,Entry Level,1+ Yrs of Exp,Dokki,Giza,Egypt
198,Architect - Detailed Design,Full Time,On-site,Cosmos,https://wuzzuf.net/jobs/careers/Cosmos-Egypt-10234,Experienced,3 - 8 Yrs of Exp,Sheraton,Cairo,Egypt
199,Architect Design Manager,Full Time,On-site,Confidential,UnKnown,Manager,6 - 8 Yrs of Exp,Sheikh Zayed,Giza,Egypt
200,Architect Technical Office Engineer,Full Time,On-site,Orient Egypt,https://wuzzuf.net/jobs/careers/Orient-Egypt-Egypt-35895,Experienced,3 - 7 Yrs of Exp,Dokki,Giza,Egypt
201,Architecture Design Engineer,Full Time,On-site,Symphony Development,https://wuzzuf.net/jobs/careers/Symphony Development-Egypt-126978,Experienced,5 - 9 Yrs of Exp,Sheikh Zayed,Giza,Egypt
202,Architecture Technical Office Engineer,Full Time,On-site,G Constructions,https://wuzzuf.net/jobs/careers/G Constructions-Egypt-127408,Experienced,5 - 10 Yrs of Exp,Heliopolis,Cairo,Egypt
203,Archiving Specialist,Full Time,On-site,Talaat Moustafa Group,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,Entry Level,1 - 3 Yrs of Exp,Dokki,Giza,Egypt
204,Area Sales Manager,Full Time,On-site,Aloyayri Bedding Co.,https://wuzzuf.net/jobs/careers/aloyayri-bedding-co.-saudi-arabia-128010,Manager,3+ Yrs of Exp,UnKnown,Cairo,Egypt
205,Area Sales Manager,Full Time,Hybrid,KIG Konnice,https://wuzzuf.net/jobs/careers/KIG-Konnice-Egypt-54116,Experienced,2+ Yrs of Exp,UnKnown,Cairo,Egypt
206,Area Sales Manager (Experienced Non-Manger Position),Full Time,On-site,Sphinx Glass,https://wuzzuf.net/jobs/careers/SphinxGlass-10524,Experienced,5 - 10 Yrs of Exp,Maadi,Cairo,Egypt
207,Area Sales Manager (F&B),Full Time,On-site,MY WAY,https://wuzzuf.net/jobs/careers/MY-WAY-Egypt-8492,Manager,7 - 10 Yrs of Exp,Obour City,Cairo,Egypt
208,Area Sales Manager (Feeds),Full Time,On-site,Dakahlia Group,https://wuzzuf.net/jobs/careers/Dakahlia-Group-Egypt-4638,Manager,5+ Yrs of Exp,UnKnown,Sharqia,Egypt
209,Area Sales Manager - B2B,Full Time,Hybrid,Ovo Egypt,https://wuzzuf.net/jobs/careers/kareem-shazly-ovoegypt-com-Egypt-50315,Experienced,5 - 7 Yrs of Exp,UnKnown,Cairo,Egypt
210,Artificial Intelligence Engineer (NLP),Internship,On-site,DIRAC SYSTEMS,https://wuzzuf.net/jobs/careers/DIRAC-SYSTEMS-Egypt-6923,Entry Level,UnKnown,Heliopolis,Cairo,Egypt
211,Assistant Brand Manager,Full Time,On-site,Dreem Mashreq Foods,https://wuzzuf.net/jobs/careers/DREEM---Mashreq-Group-Egypt-7358,Entry Level,1 - 3 Yrs of Exp,UnKnown,Giza,Egypt
212,Assistant Coordinator,Full Time,On-site,Euro Van International,https://wuzzuf.net/jobs/careers/Euro-Van-International-Egypt-31345,Experienced,1 - 3 Yrs of Exp,Nasr City,Cairo,Egypt
213,Assistant Manager,Full Time,On-site,ENOVA Facilities Management,https://wuzzuf.net/jobs/careers/ENOVA-Facilities-Management-Egypt-79582,Manager,10 - 13 Yrs of Exp,New Cairo,Cairo,Egypt
214,Assistant Manager - Logistics,Full Time,Remote,"My Truck Logistics, LLC",https://wuzzuf.net/jobs/careers/-92334,Experienced,UnKnown,UnKnown,Cairo,Egypt
215,Assistant Manager Technology Audit,Full Time,UnKnown,Network International,https://wuzzuf.net/jobs/careers/Network International-Saudi Arabia-113039,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
216,Assistant Product Manager,Full Time,On-site,Mazaya,https://wuzzuf.net/jobs/careers/Mazaya-Egypt-16975,Experienced,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
217,Assistant Product Manager ( Derma ),Full Time,On-site,Infinity Clinic Pharma,https://wuzzuf.net/jobs/careers/Infinity-Clinic-Pharma-Egypt-19170,Experienced,2 - 4 Yrs of Exp,Nasr City,Cairo,Egypt
218,Assistant Product Manager (Derma) - Cosmeceutical Company,Full Time,On-site,Confidential,UnKnown,Experienced,2 - 4 Yrs of Exp,Nasr City,Cairo,Egypt
219,Assistant Project Manager,Full Time,On-site,Raafat Miller Consulting,https://wuzzuf.net/jobs/careers/raafat-miller-consulting-Egypt-11512,Experienced,7 - 10 Yrs of Exp,Dokki,Giza,Egypt
220,Assistant Store Manager,Full Time,UnKnown,Al-Futtaim,https://wuzzuf.net/jobs/careers/al-futtaim-united-arab-emirates-128521,Not specified,UnKnown,UnKnown,Riyadh,Saudi Arabia
221,Associate Lead Internal Auditor,Full Time,On-site,Wadi Group,https://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062,Experienced,4 - 7 Yrs of Exp,Sheikh Zayed,Giza,Egypt
222,Associate Linux Support Engineer,Full Time,UnKnown,Canonical,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Entry Level,UnKnown,UnKnown,Makkah,Saudi Arabia
223,"Assurance - Core Assurance - Manager - Dubai, UAE",Full Time,UnKnown,PwC Middle East,https://wuzzuf.net/jobs/careers/pwc-middle-east-saudi-arabia-128421,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
224,Assurance - External Audit (Senior Associate/Experienced Associate) - KSA (Al Khobar),Full Time,UnKnown,PwC Middle East Enterprise Solutions,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
225,"Assurance - External Audit (Senior Associate/Experienced Associate) - KSA, Jeddah",Full Time,UnKnown,PwC Middle East Enterprise Solutions,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,Experienced,UnKnown,UnKnown,Makkah,Saudi Arabia
226,"Assurance - External Audit Senior Associate (Banking/ Insurance) - Riyadh, KSA",Full Time,UnKnown,PwC Middle East Enterprise Solutions,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
227,"Assurance - External Audit Senior Associate (Non Financial Sector) - Riyadh, KSA",Full Time,UnKnown,PwC Middle East Enterprise Solutions,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
228,Assurance - External Audit Senior Associate - (Energy) Dhahran,Full Time,UnKnown,PwC Middle East,https://wuzzuf.net/jobs/careers/pwc-middle-east-saudi-arabia-128421,Entry Level,UnKnown,UnKnown,Riyadh,Saudi Arabia
229,Assurance - External Audit Senior Associate - (Energy) Dhahran,Full Time,UnKnown,PwC Middle East Enterprise Solutions,https://wuzzuf.net/jobs/careers/PwC Middle East Enterprise Solutions-United Arab Emirates-126641,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
230,Audit & Risk Executive,Full Time,On-site,Arma-HSA,https://wuzzuf.net/jobs/careers/Arma-Egypt-73932,Entry Level,1 - 2 Yrs of Exp,New Cairo,Cairo,Egypt
231,Audit Associate,Full Time,UnKnown,Agile Consultants,https://wuzzuf.net/jobs/careers/Agile Consultants-Saudi Arabia-126653,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
232,Audit Officer,Full Time,On-site,Aman,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390,Entry Level,0 - 2 Yrs of Exp,UnKnown,Cairo,Egypt
233,Auditor,Full Time,On-site,Brand Connection,https://wuzzuf.net/jobs/careers/-113096,Entry Level,1 - 3 Yrs of Exp,UnKnown,Cairo,Egypt
234,Automotive Aftermarket Channel Manager,Full Time,On-site,Trust Engineering Company,https://wuzzuf.net/jobs/careers/Trust Engineering Company-Egypt-113185,Manager,5 - 12 Yrs of Exp,Heliopolis,Cairo,Egypt
235,Automotive Sales Supervisor (B2B / Commercial / Fleet),Full Time,On-site,Nour Eldin Elsherif for Trading vehicles,https://wuzzuf.net/jobs/careers/nour-eldin-elsherif-for-trading-vehicles-Egypt-30889,Experienced,5 - 7 Yrs of Exp,Katameya,Cairo,Egypt
236,B2B Growth Account Manager,Full Time,On-site,Premier Services and Recruitment,https://wuzzuf.net/jobs/careers/Premier-Services-and-Recruitment-Egypt-9418,Experienced,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
237,B2B Sales Executive – Infrastructure SaaS,Full Time,On-site,DewanSoft,https://wuzzuf.net/jobs/careers/DewanSoft-Egypt-1082,Experienced,3 - 5 Yrs of Exp,Haram,Giza,Egypt
238,B2B Sales Manager,Full Time,On-site,Confidential,UnKnown,Manager,10 - 15 Yrs of Exp,Smouha,Alexandria,Egypt
239,BD Market Research Intelligence Lead (UAE-Dubaï),Full Time,UnKnown,Pharmascience,https://wuzzuf.net/jobs/careers/Pharmascience-United Arab Emirates-126617,Experienced,UnKnown,UnKnown,Dubai,United Arab Emirates
240,BI Developer,Full Time,On-site,HYVE Technology Consulting,https://wuzzuf.net/jobs/careers/HYVE-Technology-Consulting-Egypt-20786,Experienced,2 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
241,BI software adminstrator,Full Time,On-site,Lecico Egypt,https://wuzzuf.net/jobs/careers/Lecico-Egypt-Egypt-14389,Experienced,0 - 2 Yrs of Exp,UnKnown,Alexandria,Egypt
242,BIM Architect Engineer,Full Time,On-site,Nozha Group,https://wuzzuf.net/jobs/careers/Nozha-Group-Egypt-17516,Experienced,1 - 3 Yrs of Exp,Heliopolis,Cairo,Egypt
243,BIM Architectural Engineer,Full Time,On-site,Afniah Consulting Engineering,https://wuzzuf.net/jobs/careers/-113616,Experienced,2 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
244,BIM Engineer,Full Time,On-site,COLAS RAIL Egypt,https://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734,Experienced,2 - 5 Yrs of Exp,6th of October,Giza,Egypt
245,BIM Engineer/Electrical MEP,Full Time,On-site,COLAS RAIL Egypt,https://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734,Experienced,4 - 5 Yrs of Exp,Abdeen,Cairo,Egypt
246,BIM Engineer/Mechanical MEP,Full Time,On-site,COLAS RAIL Egypt,https://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734,Experienced,4 - 5 Yrs of Exp,Abdeen,Cairo,Egypt
247,BIM Manager,Full Time,On-site,Bainona Engineering Company,https://wuzzuf.net/jobs/careers/Bainona Engineering Company-Egypt-92117,Manager,10+ Yrs of Exp,Nasr City,Cairo,Egypt
248,BIM Modeler - ELV,Full Time,On-site,Vasimos Design and Engineering Centre,https://wuzzuf.net/jobs/careers/Vasimos-Design-and-Engineering-Centre-Egypt-116925,Experienced,4 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
249,Back End Developer | Mern Stack,Full Time,UnKnown,Royal Class,https://wuzzuf.net/jobs/careers/Royal Class-United Arab Emirates-126670,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
250,Back Office Agent,Full Time,On-site,Ola Chat,https://wuzzuf.net/jobs/careers/Ola-Chat-Egypt-71497,Entry Level,1 - 4 Yrs of Exp,Maadi,Cairo,Egypt
251,Back-End Developer,Full Time,On-site,Unique Solutions Network,https://wuzzuf.net/jobs/careers/-121848,Experienced,2+ Yrs of Exp,UnKnown,Cairo,Egypt
252,BackEnd Developer (Golang),Full Time,Remote,INVENTO,https://wuzzuf.net/jobs/careers/INVENTO-Saudi-Arabia-91024,Experienced,3+ Yrs of Exp,Maadi,Cairo,Egypt
253,Backend API Developer (Node.js),Full Time,Hybrid,Confidential,UnKnown,Entry Level,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
254,Backend Developer,Full Time,On-site,Paymint,https://wuzzuf.net/jobs/careers/Paymint-Egypt-72741,Experienced,3 - 6 Yrs of Exp,Maadi,Cairo,Egypt
255,Backend Developer,Full Time,Hybrid,bluworks,https://wuzzuf.net/jobs/careers/bluworks-Egypt-100842,Experienced,3 - 5 Yrs of Exp,Maadi,Cairo,Egypt
256,Backend Developer,Freelance,Project,Confidential,UnKnown,Experienced,2 - 4 Yrs of Exp,UnKnown,Cairo,Egypt
257,Backend Developer (.net @ Faainex),Full Time,Hybrid,Finiex Soft,https://wuzzuf.net/jobs/careers/FAAINEX-Saudi Arabia-94360,Experienced,2 - 5 Yrs of Exp,Fleming,Alexandria,Egypt
258,Backend Developer (Laravel),Full Time,Hybrid,Bright Creations,https://wuzzuf.net/jobs/careers/Bright-Creations-Egypt-597,Experienced,2+ Yrs of Exp,Smart Village,Giza,Egypt
259,Backend Developer - PHP & Laravel,Full Time,Hybrid,Softxpert Incorporation,https://wuzzuf.net/jobs/careers/Softxpert-Incorporation-Egypt-3527,Experienced,2 - 5 Yrs of Exp,UnKnown,Alexandria,Egypt
260,Backend Developer .Net (ASP),Full Time,On-site,Confidential,UnKnown,Experienced,4 - 6 Yrs of Exp,Maadi,Cairo,Egypt
261,Backend Engineer (Laravel),Full Time,Remote,Raad Alfaris Information Technology Co,https://wuzzuf.net/jobs/careers/Raad-Alfaris-Information-Technology-Co-Saudi-Arabia-78605,Experienced,4+ Yrs of Exp,UnKnown,Cairo,Egypt
262,Backend Engineer (Python) - EdTech Startup,Full Time,Remote,Darsel,https://wuzzuf.net/jobs/careers/darsel-united-states-127873,Experienced,5+ Yrs of Exp,UnKnown,Cairo,Egypt
263,"Backoffice (Mail&Chat )Excellent English Speakers,Grads",Full Time,On-site,Etisalat Egypt,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Entry Level,0 - 4 Yrs of Exp,Maadi,Cairo,Egypt
264,"Backoffice (Mail&Chat) Excellent English Speakers,Graduates",Full Time,On-site,Etisalat Egypt,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Entry Level,0 - 4 Yrs of Exp,Maadi,Cairo,Egypt
265,Backoffice (Mail&Chat)B2 English Speakers e&UAE,Full Time,On-site,Etisalat Egypt,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,Entry Level,0 - 3 Yrs of Exp,Maadi,Cairo,Egypt
266,Bank Accountant,Full Time,On-site,Naguib Selim,https://wuzzuf.net/jobs/careers/Naguib-Selim-Egypt-42480,Experienced,2 - 3 Yrs of Exp,Nasr City,Cairo,Egypt
267,Bank Accountant,Full Time,On-site,SOIT Med,https://wuzzuf.net/jobs/careers/Soit-Medical-Egypt-14518,Experienced,2 - 4 Yrs of Exp,UnKnown,Cairo,Egypt
268,Bank Accountant Section Head,Full Time,On-site,Nassar Group,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,Senior Management,5+ Yrs of Exp,Qalyub,Qalubia,Egypt
